0.01,126636.8545539003
0.012742749857031341,126638.9212652993
0.016237767391887217,126641.11246057248
0.0206913808111479,126643.2992802795
0.026366508987303583,126645.31595796016
0.033598182862837826,126646.98054438268
0.04281332398719394,126647.97671161685
0.0545559478116852,126647.5318276899
0.06951927961775606,126647.10173324448
0.08858667904100828,126646.6933788799
0.11288378916846892,126646.31169346083
0.14384498882876628,126645.97000309681
0.1832980710832436,126645.680006105
0.23357214690901223,126645.43852964955
0.29763514416313186,126645.24052694695
0.37926901907322497,126645.0792242361
0.4832930238571753,126644.9491432761
0.6158482110660264,126644.84482867448
0.7847599703514613,126644.7617095637
1.0,126644.6957995544
